created,paid,refunded,customer,card__country
2020-11-21T11:16:58Z,250,0,cus_Dn2x4Nggi9br0N,FI
2020-11-20T09:03:43Z,250,250,cus_IQMFHQ02EIivHW,US
2020-11-20T09:56:37Z,250,0,cus_HrtLwtcgZQ232N,GB
2020-11-20T10:56:58Z,250,250,cus_HPDUONXodIymje,US
2020-11-21T15:26:55Z,250,0,cus_GDi1c9jwTCFu0B,US
2020-11-21T15:31:45Z,282,0,cus_IQpj2R2MDvkckP,CA
2020-11-20T11:47:17Z,50,0,cus_IQOs46bu0b7Cue,US
2020-11-21T15:37:29Z,250,0,cus_IQppg8rCGR9fs4,US
2020-11-20T11:58:21Z,250,0,cus_HrtLwtcgZQ232N,GB
2020-11-21T16:13:43Z,250,0,cus_HrCFv5672eVNy2,US
2020-11-21T16:28:26Z,750,0,cus_IFDfW1F9jMsuQ1,US
2020-11-21T19:56:36Z,250,0,cus_IQu0lhZb9BaMcJ,TW
2020-11-21T20:25:12Z,250,0,cus_HsQh2xuJx2s6rE,US
2020-11-21T20:08:05Z,250,0,cus_IFHCrUNQII0sZt,NZ
2020-11-21T22:42:19Z,140,0,cus_HsQh2xuJx2s6rE,US
2020-11-21T22:44:21Z,250,0,cus_IE8a3ya9HcBIQi,US
2020-11-21T22:44:33Z,140,0,cus_HsQh2xuJx2s6rE,US
2020-11-21T22:47:01Z,140,0,cus_HsQh2xuJx2s6rE,US
2020-11-21T22:47:40Z,140,0,cus_HsQh2xuJx2s6rE,US
2020-11-21T23:20:15Z,250,0,cus_IFHCrUNQII0sZt,NZ
2020-11-21T23:52:55Z,250,0,cus_Hr07hsOdspdDjP,US
2020-11-22T01:36:05Z,262,0,cus_IFMVSyO3xtpbsZ,CA
2020-11-22T01:37:47Z,250,0,cus_HVezdCthWUTuYL,US
2020-11-22T04:55:52Z,250,0,cus_HVezdCthWUTuYL,US
2020-11-22T04:48:30Z,250,0,cus_IFPbV9IcV2XddH,AU
2020-11-23T09:27:11Z,350,0,cus_I6ZIiZlK2iSRyk,AU
2020-11-22T07:05:09Z,250,0,cus_IFRofzwwNciWKP,KW
2020-11-23T10:29:40Z,250,0,cus_FoweCYw6NNNRI6,FI
2020-11-23T11:17:19Z,250,0,cus_IRW47WNVbucwiD,AU
2020-11-22T08:09:20Z,250,0,cus_Hh04ekqVueHA7d,AU
2020-11-23T11:33:01Z,250,0,cus_IRWKswdwYCqn3W,GB
2020-11-23T12:01:38Z,250,0,cus_I4f0tOnxr2D7Uy,US
2020-11-23T12:40:13Z,250,0,cus_HrtLwtcgZQ232N,GB
2020-11-23T14:37:36Z,287,0,cus_HWEmDepPOp8HrQ,CA
2020-11-23T15:23:06Z,250,0,cus_IRa2lP9c4k0zyz,US
2020-11-23T17:16:13Z,250,0,cus_HrCFv5672eVNy2,US
2020-11-23T17:25:34Z,282,0,cus_IRc1j5nOXuNdpX,CA
2020-11-23T17:31:33Z,250,0,cus_IRc7ZbD6Sw8i6w,US
2020-11-23T17:50:30Z,350,0,cus_HsQh2xuJx2s6rE,US
2020-11-23T17:57:12Z,250,0,cus_IRcWznSBF7wnzQ,US
2020-11-23T18:00:49Z,500,0,cus_IFzcNXkv3SBgIu,US
2020-11-23T19:21:34Z,31,0,cus_IRc7ZbD6Sw8i6w,US
2020-11-22T15:36:54Z,250,0,cus_HVsVtrktHA2snO,US
2020-11-23T19:24:26Z,262,0,cus_IRdwmdGYDhJMeu,CA
2020-11-23T19:25:03Z,35,0,cus_IRc7ZbD6Sw8i6w,US
2020-11-22T15:56:12Z,250,0,cus_HKGpBUujcgXJ3j,US
2020-11-22T16:00:31Z,500,0,cus_IFaRlfexvXy3q9,US
2020-11-23T20:27:07Z,282,0,cus_IRewmZAOd4m4G8,CA
2020-12-04T06:26:35Z,93,0,cus_Hu0bpPwajQ2UyQ,AU
2020-11-23T20:03:20Z,250,0,cus_IReYC0u5IUFUIg,US
2020-11-23T20:38:04Z,250,0,cus_IRf7OIsbJu1Egc,AU
2020-11-23T20:41:20Z,250,0,cus_IRfAaNVa4hmhlo,US
2020-11-22T17:51:36Z,250,0,cus_I4NPYq4qOKeB3o,US
2020-11-23T21:42:27Z,250,0,cus_FUThRr3pZLgADo,US
2020-11-22T17:33:22Z,7,0,cus_He1hLdkL6hZ1Ge,DE
2020-11-22T18:03:22Z,56,0,cus_He1hLdkL6hZ1Ge,DE
2020-11-23T22:39:52Z,250,0,cus_I57e9Rmk9loZTg,US
2020-11-22T18:54:18Z,565,0,cus_I0AwXhkV8OOBtO,CA
2020-11-23T22:30:45Z,250,0,cus_IRgw3AneqjQJWk,US
2020-11-23T22:31:23Z,262,262,cus_IRgxnUKrrrrTgY,CA
2020-11-23T23:00:42Z,262,0,cus_I2qFY6yixgMXlE,CA
2020-11-23T23:15:18Z,250,0,cus_I4ptZ8vLT4mtNf,AU
2020-11-22T19:32:28Z,250,0,cus_ICyF8YR9wGcgaQ,US
2020-11-22T20:17:30Z,250,0,cus_IFeahDAlw0638V,US
2020-11-24T00:08:40Z,250,0,cus_GxvD5iwKXEVPY7,US
2020-11-22T20:24:39Z,250,0,cus_I4Pv1268x9g2GC,US
2020-11-22T20:29:26Z,500,0,cus_IECbTo6wZaGinQ,AU
2020-11-24T00:17:54Z,250,0,cus_IRifpnV6hXXwia,US
2020-11-22T21:15:03Z,250,0,cus_HsojUhwjYsYhsA,US
2020-11-22T21:51:56Z,250,0,cus_Dp3tzvCPRZZWDQ,US
2020-11-24T01:40:51Z,250,0,cus_IRk00MIy631aRq,AU
2020-11-22T22:35:32Z,250,0,cus_IFgnVjGDMcJgdQ,US
2020-11-22T23:17:43Z,500,0,cus_IRKTxBKMBvm2mB,US
2020-11-22T22:55:42Z,250,0,cus_IFh8mYSaZgSOmn,US
2020-11-23T00:04:59Z,250,0,cus_IRLE3xhJP9CjSc,SG
2020-11-24T04:44:54Z,250,0,cus_HWSRJOIxOeVEBO,AU
2020-11-23T02:24:02Z,250,0,cus_IRNTyIxgGhTBoV,US
2020-11-23T02:24:45Z,250,0,cus_I4VjvFFkqQNEJv,US
2020-11-23T02:50:36Z,250,0,cus_Hsu9HlTvrAe5Q2,AU
2020-11-24T08:21:02Z,250,0,cus_IF2zxUs4MCePh7,US
2020-11-24T07:54:25Z,250,0,cus_I4yHSTLE5AhBZm,AU
2020-11-23T04:51:48Z,750,0,cus_IFmszbtQ3yz5le,AU
2020-11-23T05:11:32Z,250,0,cus_IRQBaT6ChkAR3I,AU
2020-11-24T11:25:01Z,250,0,cus_EwbUmOyRafn4L4,IE
2020-11-24T12:51:10Z,250,0,cus_I534jZy3IzM2nd,FI
2020-11-24T14:12:48Z,250,0,cus_I54M487UcJmJKJ,US
2020-11-24T14:22:03Z,250,0,cus_IRwHxOfLqVRgaf,US
2020-11-24T15:45:17Z,52,0,cus_IKtz1m9IIQQBNn,US
2020-11-24T16:13:41Z,250,0,cus_I56K4B52JDCyqd,US
2020-11-24T16:15:21Z,282,0,cus_IGL8HPhGGszPA8,CA
2020-11-24T16:29:14Z,35,0,cus_IEx3kNmp51bSH9,US
2020-11-24T17:30:36Z,250,0,cus_HtVYD4eeAbBk2G,US
2020-11-24T17:30:58Z,250,0,cus_IRzKRryd8zUNkB,US
2020-11-24T17:31:54Z,91,0,cus_HeiNPezJI1Xpl8,
2020-11-24T17:35:09Z,250,0,cus_HtVeRabdeW67tC,FI
2020-11-24T20:59:59Z,262,0,cus_IGPcNazQikDKUg,CA
2020-11-24T20:41:26Z,250,0,cus_HtYdswtOwokpqe,US
2020-11-24T20:45:18Z,250,0,cus_IGPThikXyqoQ78,GB
2020-11-24T20:48:54Z,250,0,cus_IS2WdfuELDi6zT,US
2020-11-24T21:41:09Z,250,250,cus_IS3MCVVvk5I7vl,US
2020-11-24T23:36:38Z,262,0,cus_IGPcNazQikDKUg,CA
2020-11-24T23:52:27Z,250,0,cus_IS5UOF9YHH0tXK,US
2020-11-26T05:23:42Z,250,0,cus_Hu4If0d02saey8,US
2020-11-26T07:39:53Z,250,0,cus_Hu4If0d02saey8,US
2020-11-26T08:34:44Z,250,0,cus_IF2zxUs4MCePh7,US
2020-11-25T06:35:41Z,250,0,cus_HtiEGsrTDti6lr,US
2020-11-26T11:49:38Z,250,0,cus_ISeHabChE95zQ5,GB
2020-11-25T09:06:31Z,250,0,cus_HtkctsbCJiCJxB,AU
2020-11-25T09:06:33Z,250,0,cus_GnZWyHAzdRrzQK,FI
2020-11-25T09:11:36Z,63,0,cus_Hm1uWk97n1qqNu,US
2020-11-25T10:22:50Z,250,0,cus_ISFeNpRYrCt23D,GB
2020-11-26T14:42:59Z,250,0,cus_HuDKXTXCkvR4FC,PL
2020-11-26T15:07:44Z,250,0,cus_HLkwgy5RYs8f6C,US
2020-11-26T15:42:07Z,250,0,cus_CyAeHVthrXMWuD,US
2020-11-25T13:10:03Z,250,0,cus_ISFeNpRYrCt23D,GB
2020-11-25T12:46:18Z,250,0,cus_HrtLwtcgZQ232N,GB
2020-11-26T17:06:31Z,500,0,cus_EIoNG1JdPAtlSM,AU
2020-11-26T17:18:17Z,500,0,cus_HuFpDVkkYXvZzq,US
2020-11-26T17:55:24Z,250,0,cus_IH7CW6uFAXMWd7,US
2020-11-26T18:11:24Z,282,0,cus_ISkR8Nb4yxCYVc,CA
2020-11-25T16:50:53Z,250,0,cus_CwSO8T9SgVAWNf,US
2020-11-25T16:53:17Z,250,0,cus_IGixtfHEpCjKYM,US
2020-11-25T17:27:44Z,250,0,cus_ISMVNIcM431qV9,US
2020-11-25T17:45:43Z,250,0,cus_HrCFv5672eVNy2,US
2020-11-25T18:51:22Z,1000,0,cus_ICV1HSbo6nQi8j,IN
2020-11-25T19:02:34Z,250,0,cus_IGixtfHEpCjKYM,US
2020-11-25T20:18:39Z,250,0,cus_ISPGTH9XB4PPQz,US
2020-11-25T20:19:58Z,250,0,cus_HX4jmunLcTIJy8,US
2020-11-25T22:59:50Z,250,0,cus_Hty6beCZ2WLpAk,GB
2020-11-25T22:33:57Z,250,0,cus_ISRRInueTwXIxy,US
2020-11-25T23:50:01Z,250,0,cus_HX888xeY7TbNn7,US
2020-11-26T00:32:32Z,1000,0,cus_ISTMh2lDFujR75,US
2020-11-26T01:15:52Z,250,0,cus_IGr4AsA7IZtMt6,US
2020-11-26T01:22:48Z,250,0,cus_Hu0PYmAZjzvh0K,US
2020-10-09T14:58:22Z,750,550,cus_I6YMnaUCDiPUwn,GB
2020-11-09T15:59:27Z,750,750,cus_I6YMnaUCDiPUwn,GB
2020-11-19T08:18:02Z,250,250,cus_IPyH41kBhhM4ev,DK
2020-11-19T19:11:28Z,282,282,cus_IQ8pp0acamVfa1,CA
2020-11-27T17:36:35Z,282,0,cus_Hj1KZl0TdRlocF,CA
2020-11-27T17:37:57Z,250,0,cus_Hj1MqcaR2dTjsy,US
2020-11-27T17:45:04Z,250,0,cus_HudT7mDQoya3MW,US
2020-11-27T18:09:05Z,250,0,cus_IT7cqxT3YKvwVE,US
2020-11-27T18:11:52Z,282,0,cus_IHUggSGiyEmw8H,CA
2020-10-10T19:56:23Z,250,0,cus_IBA43OMSrEAwkz,
2020-10-10T19:57:30Z,250,0,cus_IBA43OMSrEAwkz,
2020-10-10T19:58:48Z,250,0,cus_IBA43OMSrEAwkz,
2020-01-16T05:24:57Z,19,0,cus_GHfZNAbnH2XxoJ,
2020-01-16T17:01:32Z,77,0,cus_EBYELf8JdrJyb9,
2020-01-01T06:38:27Z,250,0,cus_FuQarlkWVly3RK,
2020-01-16T17:02:04Z,63,0,cus_EBYELf8JdrJyb9,
2020-01-01T06:38:31Z,250,0,cus_CxzsPrwyznl8N4,
2020-01-01T14:25:59Z,250,0,cus_ERvSbGow1E2yK2,
2020-01-01T16:21:27Z,250,0,cus_ERvSbGow1E2yK2,
2020-01-01T18:25:13Z,250,0,cus_DYBhUNnPvCJ9Wy,
2020-01-01T18:25:53Z,250,0,cus_FudVQTAPR950QH,
2020-01-01T19:51:33Z,950,0,cus_G5D2AYQclLMSJx,
2020-01-03T00:07:31Z,250,0,cus_GHxhIEeyiYS0Od,
2020-01-03T00:19:59Z,250,0,cus_Fg1DekKSok5af2,
2020-01-01T20:40:11Z,250,0,cus_GHVUd60Y8SK8KX,
2020-01-01T22:43:49Z,250,0,cus_FMEN6CrCxtlpYD,
2020-01-03T04:22:58Z,250,0,cus_D8RLGrvnYemKtP,
2020-01-02T05:11:20Z,250,0,cus_GHfZNAbnH2XxoJ,
2020-01-02T11:26:36Z,250,0,cus_GHlbpebPkahI91,
2020-01-03T14:50:58Z,250,0,cus_GGejwOwqI4ozYh,
2020-01-03T16:44:24Z,250,0,cus_E5UTfgS1DS6Gku,
2020-01-03T19:17:49Z,19,0,cus_GD1E4E7epYulBf,
2020-01-03T19:45:48Z,28,0,cus_DGBfKERlE3QFNO,
2020-01-03T19:47:08Z,105,0,cus_DGBfKERlE3QFNO,
2020-01-02T16:05:35Z,140,140,cus_GDLnob5GSkA23k,
2020-01-02T16:39:00Z,282,282,cus_G6bptm4QKw2BNy,
2020-01-04T02:57:05Z,250,0,cus_ESsEfrBuJz1K7Y,
2020-01-05T15:19:54Z,250,0,cus_DjMozw3apuwocr,
2020-01-05T15:20:25Z,250,0,cus_GGejwOwqI4ozYh,
2020-01-05T17:07:55Z,250,0,cus_CzgtFofM3cUT6H,
2020-01-04T14:41:28Z,250,0,cus_EpA38TwJkm0V9x,
2020-01-04T14:53:49Z,2600,0,cus_FeTCiPyBuK9ZOM,
2020-01-05T19:09:55Z,282,0,cus_Fkv4IJDvVAVqHH,
2020-01-04T16:03:07Z,250,0,cus_FNGxdvvySOIgXS,
2020-01-05T22:31:39Z,250,0,cus_ERvSbGow1E2yK2,
2020-01-04T18:50:11Z,250,0,cus_ET7gS884UDwpyL,
2020-01-05T22:18:11Z,250,0,cus_G7oyC2Wnj68njR,
2020-01-04T19:08:39Z,250,0,cus_GIdJzWakpnyzgm,
2020-01-04T21:51:17Z,250,0,cus_DuhsiotgTD6QIk,
2020-01-05T02:48:34Z,250,250,cus_FrRjAATm1tomRS,
2020-01-05T04:50:18Z,250,0,cus_D8RLGrvnYemKtP,
2020-01-06T13:20:09Z,250,0,cus_Fg1DekKSok5af2,
2020-01-06T15:49:33Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-06T15:54:03Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-06T15:55:28Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-06T21:03:51Z,237,0,cus_EwLEVTTKJIuDHB,
2020-01-06T21:12:39Z,250,0,cus_FZiFmUOEEaXiG2,
2020-01-08T11:58:52Z,250,0,cus_DkRGrIujyhgg4j,
2020-01-08T15:22:52Z,499,249,cus_GVhmhTCmpv8iwu,
2020-01-08T15:32:05Z,250,0,cus_G8qBhjHyk1kJzy,
2020-01-08T19:24:42Z,600,0,cus_EqjUk9frXxOMTu,
2020-01-07T16:34:24Z,148,0,cus_EwLEVTTKJIuDHB,
2020-01-07T18:20:12Z,56,0,cus_EBYELf8JdrJyb9,
2020-01-07T18:20:49Z,105,0,cus_EBYELf8JdrJyb9,
2020-01-07T18:22:45Z,77,0,cus_EBYELf8JdrJyb9,
2020-01-07T19:38:42Z,28,0,cus_G2WzCyZIHtjVUU,
2020-01-07T19:51:27Z,50,0,cus_E8Bg8IIy38bWlq,
2020-01-07T20:43:58Z,250,0,cus_EelcapViQmkyHC,
2020-01-07T20:18:16Z,140,0,cus_E8Bg8IIy38bWlq,
2020-01-07T21:00:50Z,250,0,cus_F1chQ2fpOoZEAq,
2020-01-09T02:22:56Z,282,0,cus_EUjZYVz4Cyctl0,
2020-01-07T22:59:55Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-08T06:07:07Z,250,0,cus_EIoNG1JdPAtlSM,
2020-01-08T06:52:28Z,250,0,cus_DvyJlPA5gJ4MLn,
2020-01-09T15:46:07Z,250,0,cus_Er30hD8YNnKE9x,
2020-01-09T15:46:09Z,250,0,cus_FmGQkfyTRKsYmh,
2020-01-09T17:00:20Z,35,0,cus_GDi1c9jwTCFu0B,
2020-01-09T17:36:02Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-09T17:39:18Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-09T19:07:14Z,250,0,cus_DGBfKERlE3QFNO,
2020-01-09T19:59:49Z,499,0,cus_GKVLjMU7BHUDVP,
2020-01-09T23:20:58Z,499,0,cus_GWCiXHidD2PTFN,
2020-01-10T00:21:12Z,250,0,cus_Fg1DekKSok5af2,
2020-01-10T00:23:07Z,250,0,cus_FmV04fuddLJ7An,
2020-01-10T01:20:33Z,250,0,cus_GGejwOwqI4ozYh,
2020-01-10T03:43:27Z,250,0,cus_DZp02IdojZdS4V,
2020-01-10T06:34:51Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-10T06:42:28Z,250,0,cus_FE8XHRyYBb7CrI,
2020-01-10T06:56:18Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-11T12:27:22Z,250,0,cus_EK2B6ZtlsQEYYY,
2020-01-10T08:57:06Z,250,0,cus_FE8XHRyYBb7CrI,
2020-01-11T14:09:29Z,250,0,cus_FyKRyd7q61QxOa,
2020-01-11T13:43:31Z,250,0,cus_FEcVphgELtPP92,
2020-01-10T10:50:24Z,250,0,cus_D8RLGrvnYemKtP,
2020-01-11T15:07:36Z,250,0,cus_Fn6df30APsIGKS,
2020-01-11T15:40:50Z,50,0,cus_D1uyQMbtcZImDc,
2020-01-10T13:58:13Z,250,0,cus_FEFYTIbZY8AE3P,
2020-01-10T15:43:48Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-10T15:48:34Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-10T15:52:26Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-10T15:55:47Z,84,0,cus_EWAUfGkrL5IvxY,
2020-01-10T15:59:39Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-10T15:33:02Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-11T19:45:14Z,250,0,cus_FPxAVrKa8KNDqj,
2020-01-10T16:01:42Z,98,0,cus_EWAUfGkrL5IvxY,
2020-01-11T19:20:44Z,250,0,cus_GGejwOwqI4ozYh,
2020-01-10T16:03:47Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-10T15:38:48Z,84,0,cus_EWAUfGkrL5IvxY,
2020-01-10T16:20:29Z,105,0,cus_EWAUfGkrL5IvxY,
2020-01-10T16:55:07Z,250,0,cus_ErRZZbNc8QW4gq,
2020-01-10T16:31:03Z,70,0,cus_EWAUfGkrL5IvxY,
2020-01-11T21:09:34Z,250,0,cus_ErsvRTUVt5NcC4,
2020-01-10T18:29:15Z,250,0,cus_FbAeSYmpyrn1Kg,
2020-01-10T20:08:43Z,250,0,cus_FELWHTizkWCYXW,
2020-01-10T20:34:21Z,563,563,cus_DhwissuL9yMDdD,
